product_name,product_price,product_ram,product_display,product_camera,product_warranty,bettary,processor
GFive U707,749,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,950 mAh Battery,1 Year Manufacturer warranty.
"realme 9i 5G (Soulful Blue, 64 GB)","14,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
"vivo Y15s (Wave Green, 32 GB)","9,499",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,1 Year for Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery Battery,Mediatek Helio P35 Processor
"realme C30s (Stripe Blue, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
"realme C30s (Stripe Black, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
Nokia 105 TA-1416 DS,"1,449",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,800 mAh Lithium Ion Battery,SC6531E Processor
Motorola a10,"1,399",0 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,1750 mAh Battery,,2 Year Replacement,
Motorola a10,"1,419",0 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,1750 mAh Battery,,2 Year Replacement,
"POCO M4 Pro (Power Black, 128 GB)","14,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
Kechaoda K112,"1,540",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,,3600 mAh Battery,1 Year Manufacturer Warranty
"OPPO A17 (Midnight Black, 64 GB)","12,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP + 0.3MP | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
"POCO M4 Pro 5G (Yellow, 128 GB)","15,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
"OPPO A17 (Sunlight Orange, 64 GB)","12,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP + 0.3MP | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
"Infinix NOTE 12i (Force Black, 64 GB)","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G85 Processor
"APPLE iPhone 14 Plus (Starlight, 128 GB)","79,999",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
Micromax X412,944,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,,12 Month,
"vivo T1X (Gravity Black, 128 GB)","12,999",4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"APPLE iPhone 11 (Black, 128 GB)","45,999",128 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,Brand Warranty of 1 Year
"vivo T1X (Space Blue, 64 GB)","11,999",4 GB RAM | 64 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"vivo T1X (Gravity Black, 64 GB)","11,999",4 GB RAM | 64 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)","11,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,1 Year Warranty Provided By the Manufacturer from Date of Purchase,6000 mAh Lithium Ion Battery,Exynos 850 Processor
"REDMI A1+ (Light Blue, 32 GB)","7,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor
Nokia 105 PLUS,"1,549",4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,1000 mAh Lithium Ion Battery,MTK6261D Processor
"OPPO F19s (Glowing Gold, 128 GB)","15,990",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.33 cm (6.43 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
"MOTOROLA e13 (Creamy White, 64 GB)","6,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Unisoc T606 Processor
LAVA A1 Josh 2021,"1,123",0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Li-ion Battery,,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,
"APPLE iPhone 14 Plus (Midnight, 128 GB)","79,999",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
Micromax X818,"1,515",32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,0.3MP Rear Camera,,1450 mAh Battery,One Year manufacturer Warranty
"vivo T1X (Space Blue, 128 GB)","14,999",6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"vivo T1X (Space Blue, 128 GB)","12,999",4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"vivo T1X (Gravity Black, 128 GB)","14,999",6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"Infinix Zero 5G 2023 (Submariner Black, 128 GB)","15,999",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 920 Processor
Nokia 105SS PLUS,"1,415",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,1000 mAh Battery,SC6531E Processor
"OPPO A17 (Lake Blue, 64 GB)","12,190",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Mediatek Helio G35 Processor
SAMSUNG Guru Music 2,"2,160",NA ROM,5.08 cm (2 inch) NA Display,800 mAh Battery,,1 Year Manufacturer Warranty,
"vivo Y35 (Dawn Gold, 128 GB)","17,499",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP Depth Lens + AI lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Ion Polymer Battery,Mediatek Helio G99 Processor
"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)","27,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"Infinix Note 12 Pro (Tuscany Blue, 256 GB)","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP Depth Lens + AI lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Ion Polymer Battery,Mediatek Helio G99 Processor
"Infinix HOT 20 5G (Racing Black, 64 GB)","11,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor
"MOTOROLA e32 (Eco Black, 64 GB)","8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Mediatek Helio G37 Processor
LAVA Hero 600i,918,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
"Nothing Phone (1) (Black, 128 GB)","29,999",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,Meet the Glyph Interface. A New Way to Communicate,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
Nokia 105 PLUS,"1,549",4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,1000 mAh Lithium Ion Battery,MTK6261D Processor
"realme Narzo 50 (Speed Black, 128 GB)","12,999",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
"vivo T1 44W (Starry Sky, 128 GB)","17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Handset and 6 Months Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)","24,999",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"realme C11 2021 (Cool Grey, 32 GB)","7,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,Octa-core Processor
"realme C11 2021 (Cool Blue, 32 GB)","7,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,Octa-core Processor
"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)","15,798",6 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,50MP Rear Camera,,6000 mAh Battery,12 Months Warranty
"SAMSUNG Galaxy M33 5G (Emarld Brown, 128 GB)","15,840",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,,6000 mAh Battery,1 Year Warranty
"vivo T1 44W (Ice Dawn, 128 GB)","14,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Handset and 6 Months Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"vivo Y15s (Mystic Blue, 32 GB)","9,499",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,1 Year for Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery Battery,Mediatek Helio P35 Processor
"vivo T1 44W (Ice Dawn, 128 GB)","15,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Handset and 6 Months Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"MOTOROLA G40 Fusion (Dynamic Gray, 64 GB)","10,999",4 GB RAM | 64 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,120Hz Refresh Rate,6000 mAh Battery,Qualcomm Snapdragon 732G Processor
"realme 9i 5G (Metallica Gold, 128 GB)","16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","21,873",8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,,5000 mAh Battery,12 months
"Infinix HOT 20 5G (Racing Black, 64 GB)","11,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor
"Infinix Zero 5G 2023 (Coral Orange, 128 GB)","15,999",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 920 Processor
"POCO M4 Pro (Cool Blue, 128 GB)","14,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
"Infinix Zero 5G 2023 (Pearly White, 128 GB)","15,999",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 920 Processor
"vivo T1 44W (Starry Sky, 128 GB)","18,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Handset and 6 Months Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
LAVA Hero 600i,918,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
"Nothing Phone (1) (Black, 128 GB)","29,999",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,Meet the Glyph Interface. A New Way to Communicate,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
Nokia 105 PLUS,"1,549",4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-Box Accessories Including Battery From The Date Of Purchase,1000 mAh Lithium Ion Battery,MTK6261D Processor
"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)","24,999",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"vivo Y35 (Agate Black, 128 GB)","17,499",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","21,873",8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,,5000 mAh Battery,12 months
Micromax X778,"1,444",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,2700 mAh Battery,One Year manufacturer Warranty
Micromax X512,"1,146",56 MB RAM | 24 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,1750 mAh Battery,1 Year Warranty
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","19,499",6 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,,5000 mAh Battery,12 Months
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","29,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"REDMI 10A (Charcoal Black, 64 GB)","8,349",4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,,5000 mAh Battery,12 months
"realme C11 2021 (Cool Grey, 32 GB)","7,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,Octa-core Processor
SAMSUNG GURU 1200,"1,599",NA MB ROM,3.86 cm (1.52 inch) Display,800 mAh Battery,,1 YEAR,
Nokia 105 ss,"1,475",4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,800 mAh Battery,,1 Year Manufacturer Warranty,
"REDMI 10A (Slate Grey, 32 GB)","7,499",3 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,,5000 mAh Battery,12 months
"REDMI 10A (Sea Blue, 32 GB)","7,999",3 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,,5000 mAh Battery,12 months
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","21,958",8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,,5000 mAh Battery,12 months
Nokia 5310ds,"3,549",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,1200 mAh Lithium-ion Battery,MT6260A Processor
LAVA Hero 600i,910,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
LAVA Hero 600i,910,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","21,958",8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,,5000 mAh Battery,12 months
Nokia 5310ds,"3,549",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,1200 mAh Lithium-ion Battery,MT6260A Processor
Micromax X818,"1,515",32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,0.3MP Rear Camera,,1450 mAh Battery,One Year manufacturer Warranty
"POCO M4 Pro 5G (Yellow, 128 GB)","16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
"realme Narzo 50A Prime (Flash Blue, 128 GB)","11,879",4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,,5000 mAh Battery,12 Months Brand Warranty
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","17,645",8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,,6000 mAh Battery,1 Year Warranty
Micromax X778,"1,489",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,2700 mAh Battery,One Year manufacturer Warranty
"MOTOROLA edge 30 (Meteor Grey, 128 GB)","23,199",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP + 2MP | 32MP Front Camera,1 Year on Handset and 6 Months on Accessories,4020 mAh Lithium Battery,Qualcomm Snapdragon 778G Plus Processor
"realme C30s (Stripe Blue, 64 GB)","8,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
GREENBERRI F1,"1,399",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,,1050 mAh Battery,1 Year
"realme NARZO 50A PRIME (FLASH BLUE, 64 GB)","10,633",4 GB RAM | 64 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,,5000 mAh Battery,1 YEAR ON MOBILE AND 6 MONTHS FOR ACCESORIES
"SAMSUNG Galaxy A03 Core (Onyx, 32 GB)","6,720",2 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera,,5000 mAh Battery,"12 Months brand Warranty , Domestic Only"
"realme C11 2021 (Cool Blue, 32 GB)","7,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,Octa-core Processor
DIZO Star 300,"1,499",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,1 Year Warranty,2550 mAh Battery,SC6531E Processor
LAVA A1 2021,"1,087",0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,800 mAh Li-ion Battery,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)","29,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"REDMI 10A SPORT (SLATE GREY, 128 GB)","10,499",6 GB RAM | 128 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,,5000 mAh Battery,12 Months Warranty
"realme C30s (Stripe Black, 64 GB)","8,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
I Kall K100,704,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,1000 mAh Battery,,12 Months,
"realme 10 (Rush Black, 64 GB)","13,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor
"POCO X5 5G (Wildcat Blue, 128 GB)","17,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
Micromax X413,955,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,800 mAh Battery,One Year manufacturer Warranty
