product_name,product_price,product_ram,product_display,product_camera,product_warranty,bettary,processor
Kechaoda K115,"1,170",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,,850 mAh Battery,6 Months
"vivo Y22 (Metaverse Green, 64 GB)","14,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.64 cm (6.55 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek Helio G70 Processor
"POCO X5 5G (Wildcat Blue, 256 GB)","19,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","15,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,1 Year Warranty Provided by the Manufacturer from Date of Purchase,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor
"Infinix Zero 5G 2023 TURBO (Submariner Black, 256 GB)","17,999",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 1080 Processor
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)","27,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
Kechaoda K115,"1,140",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,,850 mAh Battery,6 Months
"SAMSUNG Galaxy A34 5G (Awesome Lime, 128 GB)","30,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,48MP + 8MP + 5MP | 13MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,5000 mAh Li-ion Battery Battery,Octa Core Processor
itel it2175,"1,099",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,,1200 mAh Lithium Ion Battery,12 + 1 Month Warranty | 111 Days Replacement Offer (Special Offer)
"POCO M4 Pro 5G (Cool Blue, 64 GB)","14,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
"vivo Y16 (Drizzling Gold, 64 GB)","12,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"Google Pixel 7 (Snow, 128 GB)","56,999",8 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 10.8MP Front Camera,1 Year Domestic Warranty,4270 mAh Battery,Google Tensor G2 Processor
"Google Pixel 7 (Obsidian, 128 GB)","56,999",8 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 10.8MP Front Camera,1 Year Domestic Warranty,4270 mAh Battery,Google Tensor G2 Processor
"Infinix Note 12 5G (Snowfall, 64 GB)","14,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
"vivo Y16 (Steller Black, 64 GB)","10,999",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"OPPO F19 (Midnight Blue, 128 GB)","14,990",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.33 cm (6.43 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","15,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,1 Year Warranty Provided by the Manufacturer from Date of Purchase,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 750G Processor
"vivo Y16 (Drizzling Gold, 64 GB)","10,499",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"Nokia C01 Plus (Grey, 16 GB)","5,098",2 GB RAM | 16 GB ROM,13.84 cm (5.45 inch) HD+ Display,5MP Rear Camera | 2MP Front Camera,1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase,3000 mAh Li-ion Battery,Unisoc SC9863A Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)","21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"I Kall Z19Pro (Blue, 64 GB)","8,699",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,1 Year Domestic Warrantyages,5000 mAh Battery,Octa Core Processor
Snexian GURU 312,699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,,800 mAh Battery,3 Months Company Warranty
Nokia TA-1304/105 SS,"1,199",4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,,1 Year Manufacturer Warranty,
"itel A60 (DawnBlue, 32 GB)","5,999",2 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) HD Display,8MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including,5000 mAh Battery,Unisoc Processor
GFive U220+,769,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
"SAMSUNG Galaxy F12 (Sea Green, 64 GB)","10,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,1 Year Warranty Provided by the Manufacturer from Date of Purchase,6000 mAh Lithium-ion Battery,Exynos 850 Processor
Snexian GURU 312,699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,,800 mAh Battery,3 Months Company Warranty
GFive U106,799,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,950 mAh Battery,1 Year Manufacturer warranty.
"REDMI 11 Prime 5G (Chrome Silver, 64 GB)","13,290",4 GB RAM | 64 GB ROM,16.71 cm (6.58 inch) Display,5MP Rear Camera,,5000 mAh Battery,1 Year Warranty
"REDMI 11 Prime 5G (Thunder Black, 128 GB)","16,275",6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Display,5MP Rear Camera,,5000 mAh Battery,1 Year Warranty
LAVA A1,"1,049",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,,800 mAh Battery,1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply)
LAVA A1,"1,159",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,,800 mAh Battery,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C Apply)
"Infinix Note 12 TURBO (Snowfall, 128 GB)","13,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
"Infinix Hot 12 Pro (Electric Blue, 128 GB)","12,999",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
"OPPO F19s (Glowing Black, 128 GB)","16,990",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.33 cm (6.43 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
"vivo Y75 (Dancing waves, 128 GB)","19,990",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 44MP Front Camera,1 Year on Handset and 6 Months on Accessories,4050 mAh Lithium Battery,Mediatek G96 Processor
"Infinix Note 12 5G (Force Black, 64 GB)","14,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
itel Magic3 Smart Touch Keypad,"1,549",8 MB RAM | 8 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,9.5mm Super Slim Unibody Design with Glass Coated Finish,1500 mAh Battery,Smart Touch Keypad - Add a Magical Touch to your Life
"OPPO F19 (Prism Black, 128 GB)","14,990",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.33 cm (6.43 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
Nokia 110 TA-1302 DS,"1,699",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,4.5 cm (1.77 inch) QVGA Display,1MP Rear Camera,,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile
LAVA Gem,"1,777",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,1.3MP Rear Camera,,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Micromax J2,968,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,,One Year Manufacture Warranty,
"itel A60 (VertMenthe, 32 GB)","5,999",2 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) HD Display,8MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including,5000 mAh Battery,Unisoc Processor
"itel A60 (SapphireBlack, 32 GB)","5,999",2 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) HD Display,8MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In box Accessories Including,5000 mAh Battery,Unisoc Processor
Kechaoda K115,"1,149",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,,850 mAh Battery,6 Months
"Tecno Pop 5 Pro (Ice Blue, 32 GB)","7,190",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"One Year Warranty for Handset, 6 Months for Accessories",6000 mAh Battery,Helio A22 Processor
"Tecno Pop 5 Pro (Deepsea Luster, 32 GB)","7,099",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"One Year Warranty for Handset, 6 Months for Accessories",6000 mAh Battery,Helio A22 Processor
Kechaoda K115,"1,199",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,,850 mAh Battery,6 Months
KARBONN Jumbo K9,"1,315",Expandable Upto 8 GB,6.6 cm (2.6 inch) QVGA Display,1.3MP Rear Camera,,1800 mAh Li-Ion Battery,1 Year for Mobile & 6 Months for Accessories
Snexian GURU 312,699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,,800 mAh Battery,3 Months Company Warranty
"realme C35 (Glowing Black, 128 GB)","12,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)","6,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","6,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"POCO X4 Pro 5G (Laser Blue, 128 GB)","21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
GFive U220i,769,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
Micromax X512,"1,135",56 MB RAM | 24 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,1750 mAh Battery,1 Year Warranty
"REDMI 11 Prime 5G (Thunder Black, 64 GB)","13,540",4 GB RAM | 64 GB ROM,16.71 cm (6.58 inch) Display,5MP Rear Camera,,5000 mAh Battery,1 Year Warranty
GFive U220i,769,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
"SAMSUNG Galaxy A03 (Red, 32 GB)","8,489",3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP | 5MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
GFive U220i,769,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
GFive U220i,769,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
itel Magic3 Smart Touch Keypad,"1,549",8 MB RAM | 8 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,9.5mm Super Slim Unibody Design with Glass Coated Finish,1500 mAh Battery,Smart Touch Keypad - Add a Magical Touch to your Life
"Infinix Note 12 5G (Force Black, 64 GB)","14,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI Lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Mediatek Dimensity 810 5G Processor
"SAMSUNG Galaxy S22 Plus 5G (Phantom Black, 128 GB)","69,999",8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 10MP | 10MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 8 Gen 1 Processor
"SAMSUNG GALAXY M13 5G (Stardust Brown, 64 GB)","12,529",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,,5000 mAh Battery,12 Months Warranty
Micromax X512,"1,155",30 MB RAM | 24 MB ROM,4.5 cm (1.77 inch) Display,1750 mAh Battery,,1 Year Warranty,
"vivo Y16 (Steller Black, 32 GB)","9,999",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,1 Year of Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
itel Ace 2,949,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,12 Month Warranty on Device and 6 Months on Accessories Including Battery,1000 mAh Lithium Ion Battery,Spreadtrum Processor
"POCO M4 Pro 5G (Power Black, 128 GB)","15,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
"vivo V27 Pro 5G (Noble Black, 256 GB)","42,999",12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4600 mAh Battery,Mediatek Dimensity 8200 Processor
"MOTOROLA g22 (Iceberg Blue, 64 GB)","10,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 8MP + 2MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Ion Battery,Mediatek Helio G37 Processor
MU M5000,"1,170",32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,,2500 mAh Battery,1 Year
"Tecno Pova 3 (Tech Silver, 128 GB)","13,798",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.53 cm (6.9 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,"One Year Warranty for Handset, 6 Months for Accessories",7000 mAh Battery,MediaTek Helio G88 Processor
"realme C35 (Glowing Black, 128 GB)","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
"realme C35 (Glowing Green, 64 GB)","11,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 0.3MP | 8MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor
"SAMSUNG Galaxy A03 Core (Mint, 32 GB)","6,847",2 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera,,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box
"vivo V27 Pro 5G (Magic Blue, 128 GB)","37,999",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4600 mAh Battery,Mediatek Dimensity 8200 Processor
"SAMSUNG Galaxy A03 (Red, 32 GB)","8,489",3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP | 5MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
"vivo Y75 (Moonlight Shadow, 128 GB)","19,990",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 44MP Front Camera,1 Year on Handset and 6 Months on Accessories,4050 mAh Lithium Battery,Mediatek G96 Processor
"Infinix Note 12 TURBO (Force Black, 128 GB)","13,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
"POCO X4 Pro 5G (Laser Blue, 128 GB)","19,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"IQOO Z6 44W (Lumina Blue, 128 GB)","14,489",4 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Display,50MP + 50MP + 2MP + 2MP | 16MP + 16MP Dual Front Camera,,5000 mAh Battery,1 Year
itel Ace 2,899,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,12+1 Month Warranty on Device and 6 Months on Accessories Including Battery,1000 mAh Lithium Ion Battery,Spreadtrum Processor
"REDMI Note 11S (Polar White, 128 GB)","15,950",6 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,108MP Rear Camera,,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Cellecor R3+,"1,049",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.8MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer Warranty
"Infinix HOT 12 Play (Horizon Blue, 64 GB)","8,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,1 Year on Handset And 6 Months on Accessories,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor
"Infinix HOT 12 Play (Racing Black, 64 GB)","8,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,1 Year on Handset And 6 Months on Accessories,6000 mAh Li-ion Polymer Battery,Unisoc T610 Processor
GFive U220+,769,32 MB RAM | 32 ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
"REDMI 9 Activ (Coral Green, 64 GB)","9,200",4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,,5000 mAh Battery,12 months
"APPLE iPhone 13 (Green, 256 GB)","71,999",256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,A15 Bionic Chip Processor,Brand Warranty for 1 Year
DIZO Star 300,"1,468",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,1 Year Warranty,2550 mAh Battery,SC6531E Processor
Micromax X809,"1,299",32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,1MP Rear Camera,,1000 mAh Battery,1 Year Warranty
"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)","18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
"POCO X5 Pro 5G (Horizon Blue, 256 GB)","24,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
GREENBERRI VIRAT,799,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,,1000 mAh Battery,1 Year For Mobile
GREENBERRI VIRAT,799,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,,1000 mAh Battery,1 Year For Mobile
LAVA A1 Super 2021,"1,199",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,,800 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box
KARBONN K106s,990,52 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) FWVGA Display,0MP | 0MP Front Camera,1 year manufacturer warranty,800 mAh Battery,NA Processor
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","18,249",6 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Display,64MP Rear Camera,,5000 mAh Battery,12 months
itel MagicX Play 4G,"2,110",48 MB RAM | 128 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1900 mAh Battery,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer)
Nokia 105 PLUS SS,"1,395",4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Display,1000 mAh Battery,,1 Year Manufacturer Warranty,
Kechaoda K115,"1,169",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,,850 mAh Battery,6 Months
"OPPO A78 5G (Glowing Blue, 128 GB)","18,417",8 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Display,13MP Rear Camera,,5000 mAh Battery,12 Months
Kechaoda A20,999,512 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Brand Warranty
Nokia 110 DS,"1,706",4 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1MP Rear Camera,,800 mAh Battery,1 Year
KARBONN K110i,970,0 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) QVGA Display,1000 mAh Battery,,1 Year for Mobile & 6 Months for Accessories,
Micromax X818,"1,509",32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,0.3MP Rear Camera,,1450 mAh Battery,One Year manufacturer Warranty
